"X00Ip5_allele1","X00M_410_allele1","CBS.678.85_allele1","Ipom_1.2_allele1","Ipom_2.4_allele1","P3001_allele1","PIC97136_allele1","PIC97146_allele1","PIC97335_allele1","PIC97442_allele1","PIC97750_allele1","PIC97785_allele1","PIC99114_allele1","PIC99167_allele1","Pipo5_allele1","Pmir5_allele1"
"PITG_16752",3,2,3,NA,4,2,2,3,2,2,2,3,3,2,4,3
"PITG_16757",2,5,5,NA,3,5,4,4,5,5,4,4,4,4,4,5
"PITG_16758",2,5,5,NA,3,5,4,4,5,5,4,4,4,4,4,5
"PITG_16759",2,5,5,NA,3,5,4,4,5,5,4,4,4,4,4,5
"PITG_16760",2,5,5,NA,3,5,4,4,5,5,4,4,4,4,4,5
"PITG_16761",2,5,5,NA,3,5,4,4,5,5,4,4,4,4,4,5
"PITG_16764",4,3,3,NA,3,3,3,2,3,3,2,4,5,2,4,3
"PITG_16765",4,3,3,NA,3,3,3,2,3,3,2,4,5,2,4,3
"PITG_16766",4,3,3,NA,3,3,3,2,3,3,2,4,5,2,4,3
"PITG_16770",4,3,3,NA,3,3,3,2,3,3,2,4,5,2,4,3
"PITG_16773",4,3,3,NA,3,3,3,2,3,3,2,4,5,2,4,3
"PITG_16775",4,3,3,NA,3,3,3,2,3,3,2,4,5,2,4,3
"PITG_16781",4,3,3,NA,5,3,2,3,3,4,4,3,5,5,5,5
"PITG_16783",4,3,3,NA,5,3,2,3,3,4,4,3,5,5,5,5
"PITG_16788",4,3,3,NA,5,3,2,3,3,4,4,3,5,5,5,5
"PITG_16789",4,3,3,NA,5,3,2,3,3,4,4,3,5,5,5,5
"PITG_16791",4,3,3,NA,5,3,2,3,3,4,4,3,5,5,5,5
"PITG_16792",4,3,3,NA,5,3,2,3,3,4,4,3,5,5,5,5
"PITG_16794",5,3,3,NA,5,2,2,2,5,2,2,2,5,5,5,5
"PITG_16795",5,3,3,NA,5,2,2,2,5,2,2,2,5,5,5,5
"PITG_16797",5,3,3,NA,5,2,2,2,5,2,2,2,5,5,5,5
"PITG_16798",5,3,3,NA,5,2,2,2,5,2,2,2,5,5,5,5
"PITG_16799",5,3,3,NA,5,2,2,2,5,2,2,2,5,5,5,5
"PITG_16800",5,3,3,NA,5,2,2,2,5,2,2,2,5,5,5,5
"PITG_16801",5,3,3,NA,5,2,2,2,5,2,2,2,5,5,5,5
"PITG_16802",5,3,3,NA,5,2,2,2,5,2,2,2,5,5,5,5
"PITG_16803",5,3,3,NA,5,2,2,2,5,2,2,2,5,5,5,5
"PITG_16804",5,3,3,NA,5,2,2,2,5,2,2,2,5,5,5,5
"PITG_16806",3,4,2,NA,4,5,2,2,5,3,3,3,5,4,4,5
"PITG_16807",3,4,2,NA,4,5,2,2,5,3,3,3,5,4,4,5
"PITG_16808",5,3,3,NA,4,5,4,4,4,4,2,3,3,4,4,2
"PITG_16809",5,3,3,NA,4,5,4,4,4,4,2,3,3,4,4,2
"PITG_16810",5,3,3,NA,4,5,4,4,4,4,2,3,3,4,4,2
"PITG_16811",5,3,3,NA,4,5,4,4,4,4,2,3,3,4,4,2
"PITG_16812",5,3,3,NA,4,5,4,4,4,4,2,3,3,4,4,2
"PITG_16813",5,3,3,NA,4,5,4,4,4,4,2,3,3,4,4,2
"PITG_16814",5,3,3,NA,4,5,4,4,4,4,2,3,3,4,4,2
"PITG_16815",5,3,3,NA,4,5,4,4,4,4,2,3,3,4,4,2
"PITG_16817",2,2,4,NA,4,2,2,3,3,5,2,3,3,5,2,2
"PITG_16818",2,2,4,NA,4,2,2,3,3,5,2,3,3,5,2,2
"PITG_16820",2,2,4,NA,4,2,2,3,3,5,2,3,3,5,2,2
"PITG_16821",2,2,4,NA,4,2,2,3,3,5,2,3,3,5,2,2
"PITG_16822",2,2,4,NA,4,2,2,3,3,5,2,3,3,5,2,2
"PITG_16824",2,2,4,NA,4,2,2,3,3,5,2,3,3,5,2,2
"PITG_16825",2,2,4,NA,4,2,2,3,3,5,2,3,3,5,2,2
"PITG_16826",2,2,4,NA,4,2,2,3,3,5,2,3,3,5,2,2
"PITG_16827",2,2,4,NA,4,2,2,3,3,5,2,3,3,5,2,2
"PITG_16829",2,2,4,NA,4,2,2,3,3,5,2,3,3,5,2,2
"PITG_16831",2,2,4,NA,4,2,2,3,3,5,2,3,3,5,2,2
"PITG_16832",2,2,4,NA,4,2,2,3,3,5,2,3,3,5,2,2
"PITG_16833",2,2,4,NA,4,2,2,3,3,5,2,3,3,5,2,2
"PITG_16834",2,2,4,NA,4,2,2,3,3,5,2,3,3,5,2,2
"PITG_16835",2,2,4,NA,4,2,2,3,3,5,2,3,3,5,2,2
"PITG_16836",2,2,4,NA,4,2,2,3,3,5,2,3,3,5,2,2
"PITG_16840",3,3,3,NA,5,3,2,3,2,3,2,3,3,3,4,2
"PITG_16841",3,3,3,NA,5,3,2,3,2,3,2,3,3,3,4,2
"PITG_16842",3,3,3,NA,5,3,2,3,2,3,2,3,3,3,4,2
"PITG_16844",3,3,3,NA,5,3,2,3,2,3,2,3,3,3,4,2
"PITG_16845",3,3,3,NA,5,3,2,3,2,3,2,3,3,3,4,2
"PITG_16847",3,3,3,NA,5,3,2,3,2,3,2,3,3,3,4,2
"PITG_16848",3,3,3,NA,5,3,2,3,2,3,2,3,3,3,4,2
"PITG_16849",3,3,3,NA,5,3,2,3,2,3,2,3,3,3,4,2
"PITG_16850",3,3,3,NA,5,3,2,3,2,3,2,3,3,3,4,2
"PITG_16851",3,3,3,NA,5,3,2,3,2,3,2,3,3,3,4,2
"PITG_16852",3,3,3,NA,5,3,2,3,2,3,2,3,3,3,4,2
"PITG_16853",3,3,3,NA,5,3,2,3,2,3,2,3,3,3,4,2
"PITG_16854",3,3,3,NA,5,3,2,3,2,3,2,3,3,3,4,2
"PITG_16855",3,3,3,NA,5,3,2,3,2,3,2,3,3,3,4,2
"PITG_16856",3,3,3,NA,5,3,2,3,2,3,2,3,3,3,4,2
"PITG_16857",3,3,3,NA,5,3,2,3,2,3,2,3,3,3,4,2
"PITG_16862",2,2,3,NA,2,2,2,3,3,4,2,3,3,2,3,2
"PITG_16863",2,2,3,NA,2,2,2,3,3,4,2,3,3,2,3,2
"PITG_16864",2,2,3,NA,2,2,2,3,3,4,2,3,3,2,3,2
"PITG_16865",2,2,3,NA,2,2,2,3,3,4,2,3,3,2,3,2
"PITG_16866",2,2,3,NA,2,2,2,3,3,4,2,3,3,2,3,2
"PITG_16867",2,2,3,NA,2,2,2,3,3,4,2,3,3,2,3,2
"PITG_16871",2,2,3,NA,2,2,2,3,3,4,2,3,3,2,3,2
"PITG_16872",2,2,3,NA,2,2,2,3,3,4,2,3,3,2,3,2
"PITG_16873",2,2,3,NA,2,2,2,3,3,4,2,3,3,2,3,2
"PITG_16874",2,2,3,NA,2,2,2,3,3,4,2,3,3,2,3,2
"PITG_16877",2,2,3,NA,2,2,2,3,3,4,2,3,3,2,3,2
"PITG_16878",2,2,3,NA,2,2,2,3,3,4,2,3,3,2,3,2
"PITG_16879",2,2,3,NA,2,2,2,3,3,4,2,3,3,2,3,2
"PITG_16882",2,2,3,NA,2,2,2,3,3,4,2,3,3,2,3,2
"PITG_16883",2,2,3,NA,2,2,2,3,3,4,2,3,3,2,3,2
"PITG_16884",2,2,3,NA,2,2,2,3,3,4,2,3,3,2,3,2
"PITG_16886",2,2,3,NA,2,2,2,3,3,4,2,3,3,2,3,2
"PITG_16887",2,2,3,NA,2,2,2,3,3,4,2,3,3,2,3,2
"PITG_16889",2,2,3,NA,2,2,2,3,3,4,2,3,3,2,3,2
"PITG_16890",3,2,3,NA,2,2,3,3,4,5,2,3,2,2,2,2
"PITG_16892",3,2,3,NA,2,2,3,3,4,5,2,3,2,2,2,2
"PITG_16893",3,2,3,NA,2,2,3,3,4,5,2,3,2,2,2,2
"PITG_16894",3,2,3,NA,2,2,3,3,4,5,2,3,2,2,2,2
"PITG_16898",3,2,3,NA,2,2,3,3,4,5,2,3,2,2,2,2
"PITG_16899",3,2,3,NA,2,2,3,3,4,5,2,3,2,2,2,2
"PITG_16900",3,2,3,NA,2,2,3,3,4,5,2,3,2,2,2,2
"PITG_16901",3,2,3,NA,2,2,3,3,4,5,2,3,2,2,2,2
"PITG_16902",3,2,3,NA,2,2,3,3,4,5,2,3,2,2,2,2
"PITG_16903",3,2,3,NA,2,2,3,3,4,5,2,3,2,2,2,2
"PITG_16904",3,2,3,NA,2,2,3,3,4,5,2,3,2,2,2,2
"PITG_16905",3,2,3,NA,2,2,3,3,4,5,2,3,2,2,2,2
"PITG_16907",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16908",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16909",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16910",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16912",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16913",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16915",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16916",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16917",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16918",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16919",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16920",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16921",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16922",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16923",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16924",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16925",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16926",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16927",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16928",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16930",2,4,3,NA,2,4,3,3,3,4,2,3,3,3,3,3
"PITG_16935",2,3,3,NA,3,3,3,3,2,3,3,3,5,2,3,4
"PITG_16936",2,3,3,NA,3,3,3,3,2,3,3,3,5,2,3,4
"PITG_16937",2,3,3,NA,3,3,3,3,2,3,3,3,5,2,3,4
"PITG_16938",2,3,3,NA,3,3,3,3,2,3,3,3,5,2,3,4
"PITG_16939",2,3,3,NA,3,3,3,3,2,3,3,3,5,2,3,4
"PITG_16940",2,3,3,NA,3,3,3,3,2,3,3,3,5,2,3,4
"PITG_16942",2,3,3,NA,3,3,3,3,2,3,3,3,5,2,3,4
"PITG_16943",2,3,3,NA,3,3,3,3,2,3,3,3,5,2,3,4
"PITG_16944",2,3,3,NA,3,3,3,3,2,3,3,3,5,2,3,4
"PITG_16945",2,3,3,NA,3,3,3,3,2,3,3,3,5,2,3,4
"PITG_16948",3,2,2,NA,2,2,3,2,3,3,3,4,2,3,2,3
"PITG_16950",3,2,2,NA,2,2,3,2,3,3,3,4,2,3,2,3
"PITG_16951",3,2,2,NA,2,2,3,2,3,3,3,4,2,3,2,3
"PITG_16952",3,2,2,NA,2,2,3,2,3,3,3,4,2,3,2,3
"PITG_16953",3,2,2,NA,2,2,3,2,3,3,3,4,2,3,2,3
"PITG_16955",3,2,2,NA,2,2,3,2,3,3,3,4,2,3,2,3
"PITG_16956",3,2,2,NA,2,2,3,2,3,3,3,4,2,3,2,3
"PITG_16958",3,2,2,NA,2,2,3,2,3,3,3,4,2,3,2,3
"PITG_16959",3,2,2,NA,2,2,3,2,3,3,3,4,2,3,2,3
"PITG_16962",3,2,2,NA,2,2,3,2,3,3,3,4,2,3,2,3
"PITG_16963",5,5,2,NA,4,2,2,NA,2,3,2,4,5,5,2,2
"PITG_16965",5,5,2,NA,4,2,2,NA,2,3,2,4,5,5,2,2
"PITG_16966",5,5,2,NA,4,2,2,NA,2,3,2,4,5,5,2,2
"PITG_16967",5,5,2,NA,4,2,2,NA,2,3,2,4,5,5,2,2
"PITG_16968",5,5,2,NA,4,2,2,NA,2,3,2,4,5,5,2,2
"PITG_16969",5,5,2,NA,4,2,2,NA,2,3,2,4,5,5,2,2
"PITG_16970",5,5,2,NA,4,2,2,NA,2,3,2,4,5,5,2,2
"PITG_16972",5,5,2,NA,4,2,2,NA,2,3,2,4,5,5,2,2
"PITG_16973",5,5,2,NA,4,2,2,NA,2,3,2,4,5,5,2,2
"PITG_16974",5,5,2,NA,4,2,2,NA,2,3,2,4,5,5,2,2
"PITG_16975",5,5,2,NA,4,2,2,NA,2,3,2,4,5,5,2,2
"PITG_16976",5,5,2,NA,4,2,2,NA,2,3,2,4,5,5,2,2
"PITG_16977",5,5,2,NA,4,2,2,NA,2,3,2,4,5,5,2,2
"PITG_16978",5,5,2,NA,4,2,2,NA,2,3,2,4,5,5,2,2
"PITG_16981",5,5,2,NA,4,2,2,NA,2,3,2,4,5,5,2,2
"PITG_16982",5,5,2,NA,4,2,2,NA,2,3,2,4,5,5,2,2
"PITG_16983",5,5,2,NA,4,2,2,NA,2,3,2,4,5,5,2,2
"PITG_16984",5,5,2,NA,4,2,2,NA,2,3,2,4,5,5,2,2
"PITG_16985",5,5,2,NA,4,2,2,NA,2,3,2,4,5,5,2,2
"PITG_16991",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_16992",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_16995",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_16997",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_16998",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_16999",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_17000",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_17001",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_17002",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_17003",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_17004",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_17005",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_17006",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_17007",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_17008",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_17009",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_17010",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_17011",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_17012",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_17013",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_17015",5,2,3,NA,4,2,2,3,2,2,2,4,4,4,4,2
"PITG_17016",3,5,5,NA,3,2,2,4,3,3,3,3,5,3,2,2
"PITG_17017",3,5,5,NA,3,2,2,4,3,3,3,3,5,3,2,2
"PITG_17018",3,5,5,NA,3,2,2,4,3,3,3,3,5,3,2,2
"PITG_17021",3,5,5,NA,3,2,2,4,3,3,3,3,5,3,2,2
"PITG_17022",3,5,5,NA,3,2,2,4,3,3,3,3,5,3,2,2
"PITG_17023",3,5,5,NA,3,2,2,4,3,3,3,3,5,3,2,2
"PITG_17024",3,5,5,NA,3,2,2,4,3,3,3,3,5,3,2,2
"PITG_17025",3,5,5,NA,3,2,2,4,3,3,3,3,5,3,2,2
"PITG_17026",3,5,5,NA,3,2,2,4,3,3,3,3,5,3,2,2
"PITG_17027",3,5,5,NA,3,2,2,4,3,3,3,3,5,3,2,2
"PITG_17028",3,5,5,NA,3,2,2,4,3,3,3,3,5,3,2,2
"PITG_17030",3,5,5,NA,3,2,2,4,3,3,3,3,5,3,2,2
"PITG_17031",3,5,5,NA,3,2,2,4,3,3,3,3,5,3,2,2
"PITG_17032",3,5,5,NA,3,2,2,4,3,3,3,3,5,3,2,2
"PITG_17033",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17034",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17035",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17036",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17037",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17038",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17039",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17040",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17041",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17042",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17043",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17044",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17045",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17046",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17047",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17048",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17049",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17051",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17053",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17054",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17055",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17056",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17057",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17058",4,4,5,NA,5,2,3,2,3,3,3,4,5,5,5,3
"PITG_17063",5,2,4,NA,5,3,3,3,3,4,2,3,5,3,5,3
"PITG_17064",3,2,2,NA,3,3,3,3,2,3,3,2,2,4,5,2
"PITG_17068",3,2,2,NA,3,3,3,3,2,3,3,2,2,4,5,2
"PITG_17069",3,2,2,NA,3,3,3,3,2,3,3,2,2,4,5,2
"PITG_17070",3,2,2,NA,3,3,3,3,2,3,3,2,2,4,5,2
"PITG_17071",3,2,2,NA,3,3,3,3,2,3,3,2,2,4,5,2
"PITG_17072",3,2,2,NA,3,3,3,3,2,3,3,2,2,4,5,2
"PITG_17073",3,2,2,NA,3,3,3,3,2,3,3,2,2,4,5,2
"PITG_17074",3,2,2,NA,3,3,3,3,2,3,3,2,2,4,5,2
"PITG_17075",3,2,2,NA,3,3,3,3,2,3,3,2,2,4,5,2
"PITG_17076",3,2,2,NA,3,3,3,3,2,3,3,2,2,4,5,2
"PITG_17077",3,2,2,NA,3,3,3,3,2,3,3,2,2,4,5,2
"PITG_17078",3,2,2,NA,3,3,3,3,2,3,3,2,2,4,5,2
"PITG_17079",3,2,2,NA,3,3,3,3,2,3,3,2,2,4,5,2
"PITG_17080",3,2,2,NA,3,3,3,3,2,3,3,2,2,4,5,2
"PITG_17081",3,2,2,NA,3,3,3,3,2,3,3,2,2,4,5,2
"PITG_17082",3,2,2,NA,3,3,3,3,2,3,3,2,2,4,5,2
"PITG_17083",3,2,2,NA,3,3,3,3,2,3,3,2,2,4,5,2
"PITG_17084",3,2,2,NA,3,3,3,3,2,3,3,2,2,4,5,2
"PITG_17085",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17087",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17088",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17089",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17090",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17091",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17092",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17093",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17094",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17095",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17097",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17099",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17100",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17101",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17103",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17104",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17105",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17106",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17107",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17108",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17109",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17110",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17111",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17112",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17113",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17114",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17115",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17116",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17117",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17122",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17123",5,2,3,NA,4,2,2,2,2,3,3,2,5,5,5,2
"PITG_17124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PITG_17125",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17126",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17127",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17128",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17129",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17130",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17131",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17132",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17133",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17135",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17136",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17137",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17138",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17139",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17140",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17141",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17142",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17144",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17145",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17146",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17147",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17148",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17151",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17152",2,2,3,NA,5,3,2,2,2,2,2,3,2,4,4,2
"PITG_17153",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17154",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17155",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17156",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17157",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17158",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17159",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17160",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17161",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17162",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17163",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17164",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17165",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17166",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17167",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17168",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17170",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17171",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17172",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17173",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17174",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17175",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17176",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17178",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17180",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17181",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17182",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17185",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17186",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17187",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17189",2,2,2,NA,4,3,3,2,3,3,2,3,2,2,2,2
"PITG_17195",4,2,3,NA,4,2,2,2,3,3,4,2,3,4,3,2
"PITG_17198",4,2,3,NA,4,2,2,2,3,3,4,2,3,4,3,2
"PITG_17199",4,2,3,NA,4,2,2,2,3,3,4,2,3,4,3,2
"PITG_17201",4,2,3,NA,4,2,2,2,3,3,4,2,3,4,3,2
"PITG_17205",4,2,3,NA,4,2,2,2,3,3,4,2,3,4,3,2
"PITG_17206",4,2,3,NA,4,2,2,2,3,3,4,2,3,4,3,2
"PITG_17207",4,2,3,NA,4,2,2,2,3,3,4,2,3,4,3,2
"PITG_17208",4,2,3,NA,4,2,2,2,3,3,4,2,3,4,3,2
"PITG_17209",4,2,3,NA,4,2,2,2,3,3,4,2,3,4,3,2
"PITG_17210",4,2,3,NA,4,2,2,2,3,3,4,2,3,4,3,2
